"orig_address","orig_lat","orig_lng","dest_address","dest_lat","dest_lng","time_text","time_value","distance_text","distance_value","polyline"
"Rumsey, AB T0J, Canada",51.843005,-112.83855,"Port McNeill, BC, Canada",50.5901635,-127.0844713,"18 hours 2 mins",64901,"1,560 km",1560029,"wql{H|wuoT||d@vvA_WfqEfg@rlEkP`ut@|r@leHzkB?fsAdI~cKy]pzFt_@hb@vkQsI~v|@UjtOtTh_Pl_C?fxH`@nsE[~r@zhQiFhpO`vBcMnjc@Yvt@bqP`uCpxRvsE|bFrfCtVtc@nuKm[~{o@snL~~h@~nIb{n@vgEn}Hvg@`rIzhCdqKxp@`aMueAxiIi{EbbF{gNlrSoqG|zPv~DxjPd`CfbK_oJrgSyrFj~RmzDh|PkqHp}L}`Rb`XeiCnhMvmAz}P`jGhsZjoQvfPp`Gb}@lrFkiBex@jnLw_FxkSeyC~xRgm@vnJd@d}DaxB~gF{bJr}GyiNl{Os}FlvUl{BsUsmBvxMz_BdvKsoE|yNzgA~aClaHzdBljLi_EpvDe_AveDjcAxsBtbL~dGyc@zgDjoYjyEzoNblHj|OjfCblLzaNzoIdfLzug@k{Ar_Jbu@zcGhoEp`XtpCldJdtAbeHodCzu@y`D`qKqyA|jPovAdkEl}BbyHjpBr`BpdM`xQ~|@lzNxjGfsLtyHn_U}BxtG~fEp~Ld{HfyC~`A`pKtSpfEmhCeoAa}Ell@qeDbxAa|H_wBsvHnfMcfA``VxfHfpUrtIh`OzsM|iN~eJznPn\bwXcwBvc`@v@fwWh_AlxIwc@`vIZlhGthErxCtuNcdEx~IrnHjtEruPziFbbDhqQhoB`hLsUnoFxpAtqQd~RzcFnPviHlmJj~CrfBlf@jyGx{FbqGlcHcIteGcr@`xJh_FjlH`jIv{GraCbxLi_@p~DhzBzjEl~IDnlNn`MvtG|kD|l@xz@xzEvuEd`BlgCh|G`nF|o@zoAvuGr|Ae_@qWb{EmH~qJrWlcP|aHlePffKhdInpG~_D|uFdpMzyEzyw@xoNvcTlkC`nUowVt}aAgkFpp[seFdcKsfD~d`@seJr~BivCluTgyAxvSklApdCqy@{Vgz@pcBjdJpaNroSr}fB|tD|fJpDfClPiIlDmImPxyBwsAr}Jw|EviDss@piNqoCzyQ_tDfqCizAh`T_n@v_TyeGlsXcrP|`a@mbO|gQetKnaUesG`dEexKjcNwaNnwHk}JdqOsrDx}EmvImfA_gLjnDe}Dqy@arEdbBeiBtvBslDtbImiIleSivLpbSefCd{SlbAx|UaxKdlWuv@jzP~]dhIwfGhyK~zAllGpqDpuMzaEnbSsOjaN`}Cp_BxrEpFnlDfaEs~Ax`IkjCbrVkeDjbc@aiIx{IaqLdtJe_Kp`E_`Hn_BgxKi_Bi^n~BivBluNqp@ds@"
"Hughenden, AB T0B, Canada",52.5117596,-110.9655744,"Kleinburg, Vaughan, ON L0J, Canada",43.8385567,-79.6234162,"1 day 7 hours",110593,"3,270 km",3270015,"oeo_Ix}gdTtqCko[jrF{q^xtGcaPruDgnb@|xAc|{@dtAgo]khGmsNcZsz_@ifAgvd@}oDgb]c_@gt\rfEeo{@bJ_mIrgCexQ|rLyqBpbJkhThtEuvKlbCgyMbrEupXnxTqffANat`AkHuaUgzL{p_A|lAuiwA~fDiuOthWkvNlqh@}uMlgYusJdbG}aIxlOsdU|zVenUhrRau[bkTksNhui@_pi@~{PkuWzwTq|w@tgKmwZneB__Y`zAu_g@h_^qxd@~cRqjY|}iCehxGlmn@keEdgp@]bqHu~LnpDivUb~Lk`R`pGwu^fqNrCtxAwxRXore@``Ouk@n]{_Jf}AqwQpbRm\fyRgfP`tHy}Hv}Vs}u@xnYwjd@dhKuoW~sDekWzeS}`\niN{_x@bxSmw|A~w]isgA~jQ{bv@do_@adBbtDq}GHs`Op@_|U{@e`_@lIahN|yg@_v`@j|u@all@pvIdgBvfDkcG}}@aqjA_mCeheAyRqil@|rGom\gDs`lAblDsclAzPqjZhqJiyPxbQmdTbsXo~X|tWs_P~eQmvQhcQydKbf[g`b@vxPu}TphE{dT`~Ssxf@tjGawa@fDqb\dnJ}sQzbNk{_@p_EsyX|jK_vu@bgDqdTlwMshRdy@cpTb_IgnFhsLy{XltZinfAlsWku]v_E{{_@|iFgs}@xmOsg@mDkrX}`Aeus@xcGqm}AxfEkqbAlkKca^vuGe|Ft}@aeTn`PgiQjhModRf_c@mr`@lkh@sljA|gLurWveSc_Ej{IgeMz}Hs`]faDocMp_S{o\|}Tqqh@dsOs_GloF}vHlcCujWzfHwoXr|LqtCdrSqkEbeUsoPr{Xq`NvnJexFpgDgpShd[yjSfm[}hHxhc@gi@|bN~lAhkO{~ClhSaLv}@mvGj~E_hj@`oYgdmAvsCwxr@fkMq_@hyDgrF|eHczKb|XgiDhvOm{VngFakIbfIwdFpq@m|V``Ao~m@khQ}uvA_nEcnJuqQcoQ{vXsf[quXavOidWykd@shG}kxAy|Hc{jAydAg}SnNe_b@skBeo_@ecPciDwlGkgAalFabI}vJcuNsqKayCmxMe{Ue_QmzAezFirCg`BmcK~fBuxYqvDokb@obYugy@w`@kf`@c~GutWisA}oeArhHyc|As^mxu@m`BmfTlb@yk[kAmtkA{Aqax@jtFqfOhuIodZg`@mkWshJqhj@qfGkm\yxTos_@w|UwjWq~Uotb@eeKqvJwtDe`\yfIkfk@yvMgm\_yXca\m|JelKswM`^"
"Raymond, AB T0K, Canada",49.4635387,-112.6621989,"Holberg, BC V0N, Canada",50.6517653,-128.0260805,"20 hours 36 mins",74179,"1,722 km",1721724,"cz{lHvisnTepYesBc}JhrQeiDl|FunDdjTqnK`iQ_mDboR_yKvMu@dil@Bthg@w{SjfF}k^~zMeaO|vBsfJfyGoyIxkJywJbxKi_g@h[ohJ`|@}vDjgGq{FnXghNvdQ{xOk\ygHrUqaAhnF{sDrfC_rAxH_q@hzPyhE`tEmxGd{C}rAvkfAcoLt{h@lyJtjq@lnIfi]tw@plOmvHtwMokNxrT}zFdxOh|DbvQveBrgNqsJ`mPu{EdyQy`E`kQehTxs[_aKnnWlfDny[tbO`~WdyHfwFfoFvw@nkFy_BqqBnxNgoFds\eeDfpNxWbrIgeCxaFwrJffHcgNb}PexEftTzzBoUurBz|MxlAxnLksDvaNtvA|`C|jHfkAn|KccDdqD{~Al}C|nBr|BhmKpdGiE~nDdyZ|_Oz|]h_CpoKxhJp`H~yEr}GtmEbsWpNlzR~gLtfk@`o@~gIk}BtVsxC`bL{bCfeQltBzbNfxAnsAzkMlhR|bA|_OzsKt{Wh|CxnRnkElcLtsH`jDxvArnLgHxpC_vCitAsaF~l@w}CnhA}wIujAinGxgMksAnnVn`BfpH|eQtk[llXrx_@qd@bjl@e_Cvx\hkCf~Qqr@jiJdeAftJf~C_@rqFkTtqCgwClbD|aAlkHniGb}Er{OruGj~D`bSduBn~Hw~@jmFbyAraHzxHbtH~iJz|Es[t_Mn`N`nH~gPvaQ_ElzKvvEdbGv}G|rHtxBvyKis@d`K`rOpK~kMjzF~xDrvI|yCncHp}Ht_CzdGpyFdm@lkAxaH|rAiZud@vsFtFbwIdMbtPjhNxbWjkNpcGhiFxfMdyAnaYfaCx{]p|OrlWfoAzaSaaLf`d@qfQ`wx@wgFxiMgZxvK_bC`qPmjExz@k}CbbAieBjbIs~AtdSe{BpiOinBqK|QjtBtqElrDnbEx`Y`eT`r{AjiAl{CtVzEtFa@~J_LbBm@mPhxDy{A|xIg`FhfD}qBhqXy`Gh}KqlCtii@i}G|xYw|HfnSq`LfrTwwIpdHygK~iTqzT`bTydNpvJwoJ|xNqvDxoEmjJy{BmlQxdCwlHdwFi_DdlImbQxq`@qpG|vLyGnaXoD~jKy_ErqG}iEt{UyL`bSwtG`mLpqBzuFteEjaObdD`bRvQhsOfzJr[bwBbfGskBtmGc{BrqV_oAnfNyyDxkZmsM`rKagZ|`K}tKyzAiYzyBue@l_CgxBxtVy|ApxIqHr|N{vCvmLcyHxpNibDzhVl{@vyi@uX`x\d{B`lHkA~tDlvAh~ArbBzsB"
"Gift Lake Metis Settlement, AB T0G, Canada",55.8816192,-115.8248271,"Ham-Nord, QC, Canada",45.8948388,-71.6334378,"1 day 19 hours",155923,"4,143 km",4143420,"ckatId`}aUmsLeck@e|Lg}M{qBycX`cAs_OtqPe|SrgHerFt~P~|D~kCydOjsX}jRzoVwpVzzOirNxoJsgG~xJs~AdmGfBnqIcm`@buIiyy@lfVgsk@joCek_Ahd^_m]jgGk~DdqMc|FfiCg}b@be@geGhJyaCvzRkwKxaAsyIj|Bc{a@fkk@gvA`sE^@g}YfhPIzcJH`aRChqB{jCf_Ab\j~h@w`@h|QczDx}Uoc|@tgZko`AdzOexpAfzP}oy@ipDqa|@e~@siiBvhLiuyAj{N_su@`hQmhj@|qH}gsApz_@akaC|tWowa@beq@_eyC`yZsfaBf{s@wmmAt`HsyV`bGam_AfiEq`uAljQgmbBvsJuz`A`|Cg_x@dwFytVozAcds@pdE}t`Af}e@}hnC`ix@iuhBjfO{nb@txq@ud|AbtX}zyAy^k{\|j]ci@vuNysQvnMuw`Bb_SydvAzmWa}eAbn@mqoDxwGmzi@|sZwst@zqKu{Llw@ebGrhAe_OthFeiyAb`JouvApyLwnEd|Bkl\olIelf@|jIss^hySypw@lk@eir@jv@gb~AdhAosu@acTy|jA|lCech@obFwlq@imGslq@jxLe}TiaDajXg}Kwj[ylAquq@x{Bavh@mmFwaQhlEa|\f\w`pAlzD{f]rnQ{ge@bySmja@zuH_vc@|~RqoxAhed@{nuBfrHobh@rmYk|f@vpAqbe@j_Qerm@~gNefp@`cWaeRfm]l{@luIy~l@|{M_gsAohVkeqAwtl@s|r@yzY_{d@ieRylO}u[s}G}oQ}mUqpRns@y}Ihj@_cOmpSuaVse`@atBwrXolDow~Aj`@}t}@opOshtAblBcv_FlFq_jDnuKa`oCxkc@qrvDhjh@agzCnb@qlb@fgRgq~@doLsyLrfKi|T}@gim@h_RwYh_KmzV|}VihRdqL{mBnr`@uiv@qQaoPxz@cecAjZybrCpgGalw@~uMjuAveHqbIpzDgnnAn~Qu_CrDqt\sb@wsd@~uHygPz}IatB~vAaa]|]ueYnaBgrJnJmu`@xcFyci@pwo@{rDh~YgvLv}TaaWzrS{mJpsUuo_@hsUk~b@vgUa`\dnp@usm@pxUuzs@vs[mjq@fqGiwkAwg@il`@pdIakq@dlZkmd@dmb@ijOb|Ke|c@dz@gvWluKmvZ~uJcdTrfM{vBxmc@_l`@djWiy_@icDg}Y`eEizZmBo{o@wmLe}fAoug@{z`Aaed@myp@`nFy|g@{iEkkZxkJ}iOlqRs|a@{NmzK"
"Caroline, AB T0M, Canada",52.0935949,-114.7404503,"Luseland, SK S0L, Canada",52.0818337,-109.3900545,"4 hours 27 mins",16037,"426 km",426349,"}o}|Hxfi{TBm_MOutQrAyyJSmj@cKiw@Hc[dFkb@~Aez@^s`AhCqXvd@qzBfB{kABkpGGquMDgj\@ahJA}^?uDkzAKg_CM{t@AyyAA@wsCAqhHZy`IjBm_G~B_qJcAaHgBFqJeA_cB{\eeA{c@mTeBqXViV_DyUmJ_tAy}@izA{gA}e@ad@u\k\yf@aX}BoCjEc_@bHq^vGsT^}vDWe}J`@uqMg@m}F?gJqzADimBAuST_ZnYeGvC`AuMtGyd@~@{hBeG}b@gQ{l@i@my@yBopB}Ly_@cy@saAcH_RaEiZ[srXoAo`IuEa]yNwb@wWkk@mmDkaI{Z}s@wI_]}H{x@UcjFPifOjCug@bGk^db@kmAhQmf@vRmu@|Dmk@DmmCG}gG}GkQqEqJfEuSxFk_@b@}~Ig@wiHwKoiEsGyh@aMyl@xAyYzVes@Vg[uKoc@wGqa@cNekE?eeId@}_AlPs[xDaS`@ww@fT{A|Ok_@zDiNIuIeFkKkJyFcCaH_@{fEX}dDjRkcCz\c{Lr^udBvIk]tz@ytAfWwb@`DeSd@qcYEkjLKegIr^g_FzKcaFxE}eBxBiKpGyJnP_LlHcYKo}N`Ay|@jRk_B|Iii@fm@k~Bzn@yzBtW_jA|u@guCxmAwvCjd@s`A|rAsdDtrAc~CrIuQfB_MkAiBgAkAi@[oBWiRfMgbBtAsb@kB}HuHsp@woAwEaJDc`EFk}GGkzWEymICwnXJulc@bAiyH`Kob@`Xez@h@_]eF}V{U}b@_GaXkAyWHeaSNqiK}@kcBg]ynAkJq`@cAos@GoxEtBgc@~Jk[zTye@bEaWj@if@@e{GCwtAqAk`BoK@cX?kuI?_g@iIuYyMgSqOeaAi|@mEqC_Bug@`@ocGvAccCzQws@z^svAJsNaFgwBqD_mB{BySg`@oy@uCoLc@{iCf@_p`@D}sCnE{j@FsRwEm`Aa@_jHCwzO_@s]sDyNwKeK}Fc@sfCEeIuEsEmNx@eh@sAkZwAyGaL{MaBuKMcHEyLcD@iKAkR?s`@A}@cECucAAw{@C_lHEwie@tE_a@jq@isAbV{e@tCyLxBqi@]ylBKio@Gwg@AgCxPM|W?vYAbUDxl@GrMkFnI{N|d@knC|OyYpqB_iApNuRpvA}pE~JoR|^y`@`\i_@nHqQdp@}xDpXwqAt}BatEtGqe@?_`IrAggF~`@_bC|O_e@thH{pJtIgU`BwrBMqhEbJyj@tsAudDjrDuwIlUe[|]mWruE{kDzAiMHej@?aS@uH?eCxEfCxGtDzC|A"
"Edson, AB, Canada",53.5862378,-116.4418213,"Oliver, BC, Canada",49.1823356,-119.5504496,"9 hours 22 mins",33746,"882 km",881638,"_aafIjpueUr{AbcE~EdoJHnpNyPjjGj~BvsWd|A~yMiO~tKbXfmUq^tqK}iBltQ~~AjkJpzEj{I`_J~g[dsHndTxnAl{HhyF|iHjeNpfPbuEz|Hp|AbwErbAhrC}R~qHrzBzvEvwAncDtvAnWbbFrqAhtBbBbcDl}FxgFzvHduAxeBzaImsEzoG_aCnrAnJzwAxpBlnBheA||BvEneB`bMwuBrx`@cd@tvYy_@zcDfkC|bGt`BjdHw}B~lT}mGzmTqkHxhVk`EtxS}nDdsOav@jfMaMrzNbvIxrO_Lh}JlRpwChlBoyAnsHcoLhcHirGxgN{oGriJv}A~lFa}DpmAecDd{H{vLpzEknG`mJpuBxgAkx@fvClm@pqBhzBvcCoNvxAtyAb~FpeCvjDdjBdiAoRvvBs]x|Ez_@rgFp\dtB~}A~aFpyBfcEbeC|vMlaLfpKv|BbtA`}AlfAik@vrEhFroCb`@fzBwHxxIq_FflF_pAfwDoRbqAhhBbeDlnBboDft@dpEbcEz{CjrHfdB`pC|_@fxZ_ZffJztBtfGdbBx~ArvE~Tj}Az}DuMxpGjc@`wImo@x{GmaFxhOoaChzFzCvqDvTjyCf{@zwD|yEf{Ej`FpbHlaA`gAdiGaBzfFfl@dpBd@v`DvqAziBjtBhrBamAbrHkrBrfMiWpeCaLrjCqdBdoCyRnmE{gDznDwtAr|Bre@|pBfeB`~A~xDf{A~yDnlF~|CphNjaA`|F~FrpApcA|_Et}AtvBngAfpCfPdfDbdDpmJraEzqDjEpxC}_AfrAyvCnnAt[~w@~bIht@t{Bsq@fgCo_@|bJ`|AjzDhsAVneCeoAjuCf^lkByaBtiB}kApwDteEj_D`sAd`FvyPdaEdxB`zBleB|iE|SptElNzrGhuAvrCam@roBaZjlCjG`eBrdAnkCtaBzaCrwD~`If}IrmAzoB|kCklAuBsdCyTylFhCkjAxfC{m@dhC{pBrqEyiDfgB}oBjkEhp@hhCsImSwrDljAadAoRqdBd{FkhJdnBkoJc_@ggDok@ukHtj@mhFlkCiaD_gBsuNgoAokHyvAa_ZxsCe{RfrBa@sNskHveFonLvvDw~PpG_eIfUb`@r`BfcFzqBtgEbjD`eCvpHupEjeJebI`iCoQ`qByyDlhC}kBzxAxd@`lBchArjEa{@|~@`H`OkuArnAi_@bxA_Y~{AzuAruA~k@l}Dex@z_Dff@vfDupDfaCgyAvfF{}F`nEys@rnC|UdaApmBb}@viBf`Eeh@tg@aI"
"Bentley, AB T0C, Canada",52.4651054,-114.0500486,"Muskoka Falls, Gravenhurst, ON P0B, Canada",44.9922601,-79.2978117,"1 day 9 hours",119982,"3,173 km",3172675,"}af_IxkbwTrJy`wBtgEkpe@vrEoxIreKuxXltAcoe@dl@qz]vhEaqeBpgJa~o@|lQiup@pwGyil@`cJuvh@lhIkgVjqVgt@bso@`|AxiScw@ncFehYfbEcpPfaEgmUz}Aivw@Pmn`Aw@gpYksBsyM{mLst]Uqyb@Duk{@EekXZeyjAmlJ}_fCixAc`JbpGsdI|tDekxA{WuhtAqhC}v\aRwl|BzzVuiSnnPidXlhDo`IzvNoeFb}UwzStze@ayl@fng@mqaB|}@gws@daUys\jdNytThc]clt@fydAi}lCjug@w~oAxzJ{bVfbAofU|Bgmd@zfJusyBx_Bmlf@puBm|f@~vM}Xv_IuwG|}NeBbc^eBrxDakA@crRAauQNib[}YcyD~{@_ug@~sZeXzoI}zDfrPGnxKoIh@gbS`eBurf@`sOpMjmQlhCtmHyaBnePi_WrwYugc@eVmaf@h_B_poAl|Ju{|A|nGi~c@hbYqlr@bcEqsLj~Bo`l@trD}ybAvzAsyh@~EwdXlcJai[~_By|t@{Ya_tAluKqcUjjLwjd@btDcaOxwAm`BJmtZtu@u|j@rvLc`h@hvI}g`@zeRadj@_IqzbA~eBgqx@tmEwiOrqH}bJnjGe`a@~dB}c\x_GeebBmKqwm@laMyua@`s`@ktoAhb\ges@tnMqsOj}@gfc@nr@s{]viG_{YpfJwpZsIapNjk@{nHf{HwwLrqNkpRhu@gcOvsBai_@brCel`@c[wiWhaDafYkQyaf@q~F}iXwyDw}i@xkKshSb|Hqff@dwEwup@mtAofa@_cPgdz@geDkeXbbJ_pm@pYuu`@lwHapDgiAczp@clI_rx@enE_wXje@md\twDkua@nsGgwZxoAymj@mlCokQvgFwub@roFoi`@rwG}aEvbCeuAtwByuTtgAurc@`Pc`Q}hFwmXikCqeJ~wG_y^ja@garBfSyn^psD_jd@lk@cl_@asDunm@gdD{|z@_gBklbAkVqwMsoJw{CkgJudCipAcwFgzE_rQbqA_rW~hD_jKhnHhmBdaMjq@|xGmmCe\cdYntF_{SpzAu~c@dlAonb@o~Ay_[puOg|r@p{Bi}g@{xCcp|@t[ecgAidVawaBacF{ke@}bGqq\{zF{jj@~xAec^brLajMhhJsiAhaKsiCjnIozJd{UupPb|L{rLr|GvwAxzIkuAv{RexElyB{{E|r_@kvUdpc@kb{@j`QseUrvCo{KfnHo~InjQgsNlyJmuTwlAqoMdzBuiMj~Jmqb@xwF_qB"
"Langdon, AB T0J, Canada",50.9732416,-113.6795084,"Whitehorse, YT, Canada",60.7210782,-135.0567564,"1 day 3 hours",96995,"2,271 km",2271042,"wubvH|_ztTquK`]qz@`xWwvBd{QkrT`aBeDbfMepRb`@oaZD{co@hrCm}u@_DmdJk{KemA~}C{iJreAwpAhfAoAteGH~yGykSrQ{}P_|@a`C{sAicBeXexJdYod]~zHwlPnuOyiXntSmhb@xrHu}FxwI__LzvGygRCi{HGh`@huIhEltLyrAjuIebAxoYqf\ylCux@ndi@glEr_As{Vc@khLdc@udCx}UmxQZgmQf{EmoZwBczErhI}kGbgNgdGfqOctA|se@ebLjv]_eIhqXgsAjeVwzHfyVarFz_e@{pFpkeAkoVlnz@kpl@x`_@m`T|__@kor@~dAod@bd[yvBhko@ydQ~_h@_oE`n_@ug@jzd@}p@jfPkAzxdAa{DnpSsiIcKeWtbmBmsDjtk@{bOtej@wqJbdk@yrU~qLwmKhr@ydJdiCkwAn}MLtvAwuFbcIobB`hEafJfsNolMll[_aJfzN}gGt_CkaOyFqzJhyJyzEvjA}lCtyRauU|tt@w_^jkYehItkI`c@bvMexKl~YeaDpm]sj`@jev@_qVvoYutHxkNa{@buQetAfga@sbF`wNmkDhwLchE~pQ{cMdmHklEheDgtE_`HgnLhq\qtNlhB}zo@|q[oyJbk@sfFomHg{BqbDqyJcxIauNu|JorEd`@w}HspKysToyGukFzMcjGq{VcaSfnL_uMxgIox[c`@spJkzBqqCi}By_I`mEwyEe_@c_GziBofJ{vFmjD_s@inAp|KsbO`daAsiAbge@hiK`lm@hyXb_`@xqDnaKovAn`J|lApgObsAr~k@cIx|bAheAhb{@ybV`wl@uqGbtBqkErzLdyAlwT_gBjh\rsHdy^vyBpx_@w{BtfJs{NriEqqOlRyuGhFkvXxgRcoNfxS_`KogEweMnoB_dHpxVmaHz`]u_Rb~a@enHvan@e{@bpSo`Irgd@dpBhzb@}_IdrKw~Kxut@chEe}Bs`Fj_CqeIq_MktFbhFykNho`@wlAhtX`e@j_^f`G~qe@|wCzlaAqtApxKyvEtiI}bFplC{~Flg\nr@|_\jeDbpWgnBl}\afUlwlBkoFtpjAviIfgTf~Gbl]hjD|ec@u\b_cAhpJt`l@tlB`{IhzOzlRhiCxeNmxBxnc@yhC~mg@{bBl_l@mpJpn]uiE`nWwqJrfc@icD|vYsfHjb^{}D~|Qg|Tdd_@a{]jlp@_s@hjKwgAtwObhFjgNrcPz|dAjfCjod@wrZrjm@iaM~`]csB|w`@ayGf`gAoqG`fKmyEje@gkBzZ"
"Clyde, AB T0G, Canada",54.1485531,-113.6354839,"Welsford, NB E5K, Canada",45.4560294,-66.3416224,"1 day 22 hours",166119,"4,499 km",4498603,"m{niIvlqtT}Ty}l@Woh\feMkzCbyRuItdLf@lzBsa\?wcMbh@ctDrkC|L`aNBprAez\r_O}eg@ty^kg{AzeRqapAnfSif{@kMgwx@kdCmqaB~tLyrxAt}HsaaAdsPwma@f`IopjA|o`@qbiCnxSqe]~gG}~Otkh@mj~Bffd@}oiBb~Wc{dAzwMuuOlxLkoK`[gtPl}Owyj@vjDiqzAhsJyo`BjrZqkxC~|DcnbCxcRqh|@ltI_y_Azqc@cgbAxxXmjv@jb_AkshBba_@ecjBtd@cck@xuc@efInkRgxtAx`OmnoAdoZag~AnaE{|dCbvCeaaAjxMqlw@xhWgcSneD}xQtqDy~LsUol{@d|Ou}rBtR_mMd_Q_zE}zIyhbAhk^wb}AdyAil~AzwAidiAinSi_uAptA}`f@qqBitz@ydJ_}o@luK}vNihDgx^ugNk{_A}nAkbxA|rFypt@rtDw}u@b_Qc|q@r`PqkVzhKcxp@|lT}ysAjk`@yfsBnbFa~n@~}\q`i@jlCymh@jbPyw^ptHuxo@h}Ryb\~mg@{sAriJe`j@vwPo{oAa{TwynAsuSo`h@suV__S}rVmx`@sxPesGsaEwnMmtM|lBi`_@m}\mtQ`iC{xUwfIymZki^ooFaid@{yCoc{AzqAay{@ixSyckAbnCis`FsBoblDpyGctbCpvz@{quGpdTinpA~_FwolAnbR}ji@r_QclMlzBkh^o@gxVljSmkApzVu{b@ftOu`Hbm[_m\bxJyfc@h^y|q@vyAozaDzdCsmv@zzBalHt`I`gGh~HgvH|lBa_}@huEoyWdaLv\fuEo`Iuz@}gw@`jFyjRvbIsfAh}BepXlwAmz]fq@sqmArzNgxM|a]ae@bc`@_aOzlN_fEhfEqpMdxIotEvk^sc_@jmYksb@xxSsla@vySa`M~o[kc\vzUoku@dv^uaj@fsGu~oA`jJkziApnHc~^jyJspLnb^wb[nkLckGlbC_}FlwBg`LtwI_bv@pcMwuPj}L_}Fhic@qe`@hoU}s]nnCwfTcsJkcM`zHqpNvdC}jn@mlIoy_Am_c@uafAkdfByklCgo_AqjkB_`d@opxAs~R}zaAciWauf@ohp@uop@kj_@wbo@q{y@{ez@rtM{s]xtL}j}@iIsnQphHo}[|xYaz_AxnX_{s@dv[quv@hva@_x^~gQgtDfwWgz@xml@xpBbce@auTreJyaGjsN~k@bl\mpDbyUuuS|gZs~nBonQob[|lNcdd@dcIixQzxX{rAxyg@gfTdTo@"
"Fort Mackay, AB, Canada",57.1867397,-111.6369184,"Percé, QC, Canada",48.52444,-64.2124189,"2 days 4 hours",185435,"4,926 km",4926446,"ch`|IvakhT|`SigErsGipG~pGluBbkMmkUpuR}eEzj^ucP`jRkeCttUejAtdJ~pZd~Ulw[puf@fdx@lzR`zTlgj@zkf@dcM}aJxsKxdK|bu@r_r@j~o@taFtqn@vsFzsB_`fA|aUawh@bhTgtBvxFysL~cIe_Njc]wtWleh@yHnf@s`Odn@qiBbwLapFbsVqEhmG{fQxjAuyt@gmAelaAhxKmpz@ns[kna@hqSusCdxJ_~BM{nd@zwC_|SxrTaElnRwqHxzEspRjpNsj[zpJuhfA~p\_a}B~oQubs@vmSixTtrb@m`qB`ad@cfnBroOol}@`sU}wa@hyO_yKb|Nymi@bwDwucB~uc@wkxElhGgkjAamAcdyAv~Lgff@z~MwqtAnjg@{qiA~fVeyo@llbAeipBzc[m`}AjwDibv@xka@g{EdqMk{Sn_Em`q@v|MqjaBb`[kq~AtpGaf~Ab_P_n_Dpa_@opa@bnB_gOo{@}fp@`tPk_cCnpAacN`zPw_BoyJu}cA~x^g|kAxk@mvxA~iEwj_Bs|SufoA`}@kjj@cy@qk}@gxKuwm@joGooRaZen\sbOep_AuuAcgxAdiHeahBz_T}qs@bxMm{Yl_Ncgo@z}Q}_rA|ge@mdpBnsEufo@hxWq_m@veT_k~@fq]akvAjif@moFdcPqqf@dzL}lkAmmOckoAkrg@cz}@ixp@yb|@{wNbwBid^kwYy~g@geG{u[wq\snHipd@sqE_wxAz|Aecu@m_PiooA`Lyz`FntEqyfHd{}@icdHxeS{_oAhmE{sw@~_Pim_ApdQisJ~qKg{{@vsTe`Jl`IggU`dU{}JrhLa_E`|\wiz@d\ypm@|cAa`bDd`Buco@`QaxTjwHlqDnoKchFf`D_xn@dtIavg@dpNm`DpGc|u@zhDqvRjgL{eSr}Dudi@zXg}{@tdIaa^hmZkiEvob@suKduv@q|m@xuu@ualArdq@wuj@huXslx@~c]ski@zfK{onA{n@mad@lfLqfb@bOc{\nkQcsTpjVmjWpdYgeQdtC}qLluHqgs@dvX{j_@~|b@qzX~u`@glr@szD}ka@nxDswk@mm`@ggyBm_pDuu~FwopA_ikE_mi@mxc@uie@iwz@mz|@i_y@mp[g{Wqw]_{l@apj@}gpAm}Ku|a@y`Swxa@si`@qonAegs@_odDu~c@wxfCepR}ybBiTw~dAd`^weO|vVqxFxhJ}rz@ttKsu[hJsrb@}Dgg{@`}F_cPx_Fs{W`cWurPxyHh`KxpFc`LthA}`D"
