"orig_address","orig_lat","orig_lng","dest_address","dest_lat","dest_lng","time_text","time_value","distance_text","distance_value","polyline"
"Rumsey, AB T0J, Canada",51.843005,-112.83855,"Port McNeill, BC, Canada",50.5901635,-127.0844713,"18 hours 6 mins",65167,"1,560 km",1560029,"wql{H|wuoT||d@vvA_WfqEfg@rlEkP`ut@|r@leHzkB?fsAdI~cKy]pzFt_@hb@vkQsI~v|@UjtOtTh_Pl_C?fxH`@nsE[~r@zhQiFhpO`vBcMnjc@Yvt@bqP`uCpxRvsE|bFrfCtVtc@nuKm[~{o@snL~~h@~nIb{n@vgEn}Hvg@`rIzhCdqKxp@`aMueAxiIi{EbbF{gNlrSoqG|zPv~DxjPd`CfbK_oJrgSyrFj~RylNzz^}`Rb`XeiCnhMfnA`aQhjGpqZjpQdePj_G||@hsFmiBi~@hvL_}E|gS{wCrwRgl@bmJH|}Du|B`hFq_Jl|GiiNf}O}{FpvUv{B{VinBd{Mp_BptKinEj{NziA|`C`aHvaB`iLs}DbvDc`A|eDbkAdtBf|KzcGic@fiD|qYpxE|mNzkHr{OrfCtkLpeNlpI`bLjxg@}{An|Izu@jcGvoEzbXvqCtbJ`rA`fHyhCpv@k|CvoKm{AzkPmtAnkEh~BfxHfpB~_B`fMn{Qn{@fxNniGbsLbyHraUw@zuGdfEtyLb{Hb{CrcA`uK~Op_E{hCyoA}|Erl@qeDjwAk~HqtBmtHxgMqfA|_VziHvqUpwIv`OdrMhiNbgJ`qPhXfrXwvBvd`@lAtvWn_AzwIee@lvIjBpkGlhErrC~cFy\nzGk{CjuI~fHduE`uPfkFbdDzvQhoB``LqXhoFzqAnpQv}RxdFfOtiHtmJf}CjgBpf@txGv|FbrGrcHmJjhGkj@jvJrxEhkHbjI`~GhaCnxLcd@n|DleCljEvzIStiNhaM~sGbjDtn@r{@lyEbuE~_BbhCr|G|mFlo@lpAtwGf|A{^_Yz|EeEzqJ|TjaPldHvfPneKfbIjtGtdDlqFbmMdyElxw@lpNtdTjjCpmUmxV``bAsjFxm[geF|aKsfD~d`@seJr~BivCluTgyAxvSklApdCqy@{Vgz@pcBjdJpaNroSr}fB|tD|fJpDfClPiIlDmImPxyBwsAr}Jw|EviDss@piNqoCzyQ_tDfqCizAh`T_n@v_TyeGlsXcrP|`a@mbO|gQetKnaUesG`dEexKjcNwaNnwHk}JdqOsrDx}EmvImfA_gLjnDe}Dqy@arEdbBeiBtvBslDtbImiIleSivLpbSefCd{SlbAx|UaxKdlWuv@jzP~]dhIwfGhyK~zAllGpqDpuMzaEnbSsOjaN`}Cp_BxrEpFnlDfaEs~Ax`IkjCbrVkeDjbc@aiIx{IaqLdtJe_Kp`E_`Hn_BgxKi_Bi^n~BivBluNqp@ds@"
"Hughenden, AB T0B, Canada",52.5117596,-110.9655744,"Kleinburg, Vaughan, ON L0J, Canada",43.8385567,-79.6234162,"1 day 7 hours",110691,"3,270 km",3269629,"oeo_Ix}gdTtqCko[jrF{q^xtGcaPruDgnb@|xAc|{@dtAgo]khGmsNcZsz_@ifAgvd@}oDgb]c_@gt\rfEeo{@bJ_mIMi|M`hC{zB|rLyqBpbJkhThtEuvKlbCgyMbrEupXnxTqffANat`AkHuaUgzL{p_A|lAuiwA~fDiuOthWkvNlqh@}uMlgYusJdbG}aIxlOsdU|zVenUhrRau[bkTksNhui@_pi@~{PkuWzwTq|w@tgKmwZneB__Y`zAu_g@h_^qxd@~cRqjY|}iCehxGlmn@keEdgp@]~xBqhJbwDcuAhEa{Ox_FsyH~cLgwQh|Fy{ZhcQst@Ac|UfB{fa@jeOq`@~UahSrcDskHnzP_^lnRc{Od{Hq{JpbWc|u@|}Lk`UbwJkiNjeKkyVv{Dk}VjgSgh]hxNoz}@puSgfxA|d]ykeA`sR{_w@tuc@yp@vJ_q~Av}~Ao}mAdbJ~rBduCy|GikAwyjAadC_ifAoPqko@lsG}wYmDwcmAbyCsoq@pR{rVbVww[~yKsnQl{PeaSheX_eXbxXofQftPupQf`QiqKngZmc`@juPemUfyEsxT~zTs_k@xxEkq`@le@woYd{JeaSdlMwp^nhDwkYp~Jyhu@`bE_tR`iMcgRxcAwpTbxHykFjqLkkZtuZ_geAh_Xgx]hpDug`@~lFe~|@hjOgYcGcwYsr@wos@rpFc{}Az`FyqbAzdKqc]|vGetGbo@kiSxpPanQ`dMmaRprc@kna@rwh@ajkA`pLghWbiSwlCllRupk@rdDycNdqSg}[hnUesi@t|O}hDf}D}_KdcC_xVhqHesXnwMmrCt_TcfFnnTirOjcYwoMd`JcyGphDkfSzc\_zRv`ZavGvrc@sOtdOr^biOgiCbsQoPpjAgjH|dFw{k@faYyclAtwCukq@jjMi_@`xD{`G|sHsmKp|HyD~zNwcFtzPsqXx|No{L|jBi_gAi_RylvAmvW_p\azXa_[uhXs~OulMihSywHgiRkpAmjt@auDeja@w~Hk{jAmx@aiTqUshb@ilAwx]}nPmnDo~GumA}dFq{Iu}JabNqyJmxCumNqlU_vPuyAgpGqvEq_AyfIfpB}gZnf@i{KipF{zU}}Mwpd@g{Im_Sma@s}`@eyG_aWsnAaqeArcHs}|AgNobv@uqBexRb\uu[nE{voAsAiju@plGe_NfzHu_Z}c@ahYcrJqbk@mxHsp\c}Rya]m_VmaWqiWulb@muIahK{mEsc`@skHktf@aaPyy^yiWs~YgrJqqJqdMhV"
"Raymond, AB T0K, Canada",49.4635387,-112.6621989,"Holberg, BC V0N, Canada",50.6517653,-128.0260805,"20 hours 29 mins",73744,"1,722 km",1721725,"cz{lHvisnTepYesBc}JhrQeiDl|FunDdjTqnK`iQ_mDboR_yKvMu@dil@Bthg@w{SjfF}k^~zMeaO|vBsfJfyGoyIxkJywJbxKi_g@h[ohJ`|@}vDjgGq{FnXghNvdQ{xOk\ygHrUqaAhnF{sDrfC_rAxH_q@hzPyhE`tEmxGd{C}rAvkfAcoLt{h@lyJtjq@lnIfi]tw@plOmvHtwMokNxrT}zFdxOh|DbvQveBrgNqsJ`mPu{EdyQy`E`kQehTxs[_aKnnWrfDj{[zhOnaXbtH`rFnpF`w@tiF}~AcvBx~NikFrm\ieDdpNtWjrI_fCnaFyuJxgHmhNzbQuqE`mTxyBkUirBb~Mx_AbkMqeDjdMplBxzCtxGxo@txK{aDpqDq`BbbDvdCnxBzyJ`dGiApnDfxZl`Ozy]l_ClnK`hJr_HzxEr~GbnEjsWbNtzR~iLhhk@`l@tfI}|B`WaxCnbLucCfdQ~zBfeNvrAdpAjlMviRhjAhjObnK~rWtzCznR~kE`aLprHvwD|wAtcLiK|lCgyCiuAiaFfn@g|C|dAk_JeaAocGzdMysAdmVpdBhtH~iQdj[leXdv_@_e@|jl@}_C~w\hlCl|Qks@|jJrhA`yJt|CqHxrFyTxpCivCdbDlfAljHthGr`FlyOtuGh_EvbSxuB~zHs`AlmF~yAxcHb{HdrHnkJ`|Ew_@z~LzaNhoH`gPdbQuCzzKnvE|aG`}GfrHhwBryKws@j_K|uOlLdiMxzF`yDrtIf{CvdHr}Hf_CbcGd{Fdm@njA`bHzqA_Yie@rsFtG`wItLvtP|jNz`WjiNpdG|iF~fM~wA`cYndCh}]`}OrpWrjAbgSgcLtzc@gdQbqx@_gFtgMgZxvK_bC`qPmjExz@k}CbbAieBjbIs~AtdSe{BpiOinBqK|QjtBtqElrDnbEx`Y`eT`r{AjiAl{CtVzEtFa@~J_LbBm@mPhxDy{A|xIg`FhfD}qBhqXy`Gh}KqlCtii@i}G|xYw|HfnSq`LfrTwwIpdHygK~iTqzT`bTydNpvJwoJ|xNqvDxoEmjJy{BmlQxdCwlHdwFi_DdlImbQxq`@qpG|vLyGnaXoD~jKy_ErqG}iEt{UyL`bSwtG`mLpqBzuFteEjaObdD`bRvQhsOfzJr[bwBbfGskBtmGc{BrqV_oAnfNyyDxkZmsM`rKagZ|`K}tKyzAiYzyBue@l_CgxBxtVy|ApxIqHr|N{vCvmLcyHxpNibDzhVl{@vyi@uX`x\d{B`lHkA~tDlvAh~ArbBzsB"
"Gift Lake Metis Settlement, AB T0G, Canada",55.8816192,-115.8248271,"Ham-Nord, QC, Canada",45.8948388,-71.6334378,"1 day 19 hours",156293,"4,143 km",4143419,"ckatId`}aUmsLeck@e|Lg}Mym@mdh@tqPe|SrgHerFt~P~|D~kCydOjsX}jRzoVwpVzzOirNxoJsgG~xJs~AdmGfBnqIcm`@buIiyy@lfVgsk@joCek_Ahd^_m]jgGk~DdqMc|FfiCg}b@be@geGhJyaCvzRkwKxaAsyIj|Bc{a@fkk@gvA`sE^@g}YfhPIzcJH`aRChqB{jCf_Ab\j~h@w`@h|QczDx}Uoc|@tgZko`AdzOexpAfzP}oy@ipDqa|@e~@siiBvhLiuyAj{N_su@`hQmhj@|qH}gsApz_@akaC|tWowa@beq@_eyC`yZsfaBf{s@wmmA`fH}~VrzFev_AtkEoutArjQ}kbBptJg}`AxrKstoAvlBy`uB`uQenvA|iSaxv@|t\_|s@lpZivs@ddOmjb@rxq@}f|AnrXaxyAw\{|\bj]}e@zwN_vQblM}v`Bp~RgdvA~mWq{eA`n@ktoDvxGs{i@bs[uot@rqJo}F?_zGny@ufDbfAi_O`kF{qyAn~IemvApzLgmElyBsq\ukIwif@lnIcw^nvSo}w@pk@i}q@|v@{~}AngAyqu@ccTc|jAplCodh@acF}iq@skG_nq@~xLkkUsbDi|W}bLwr[igAusq@~{Binh@eoFadQ|pE{b]hYe~oAd{Dyb]`mQyhe@fzS}ha@rpHqxd@neSulwAdcd@}ouB|xHihh@xhYmvf@dpA_`e@d`Q__n@riNa}o@|bWm`Rhk]lw@ptIq|l@fyMqksA_jVaeqAkxl@c|r@gtY_xd@sfRmjOqv[{_HenQklUqqRzq@a`Jle@}aOcnSw~Uub`@qsB_yXqlD}t~Ap_@ov}@eoOoltA|jBmt_FtGoziDvuKyboCpkc@ynvDjoh@myzCz]yza@vfR{n~@jsL__M|aKgdV}@g|k@haRqZl_K{_Wb}VcbRfrLykBxq`@auv@eRyfP~y@qecA|YwarCliGqkw@hvMhvAvcHieI~zD}lnAj~Q__CbJg~\mg@kid@x}HagPduIyuBfwAu`]p]udYvaBcsJdKiy`@jnFigi@too@wkD||YstLj_UgcWboSelJrsU_r_@|sUu}b@jlUgc\djp@cqm@hyUqws@pq[_nq@jqGgvkAcj@ko`@vaIi`r@vwZc_d@hib@m`OtyKy|c@~y@ouW|wKqtZjuJ{eTteMquBfnc@sk`@riWwy_@_eDw}YbfE{zZcDmcp@{nL}`gAizg@wv`A}}c@ypp@miFqqM`qNovZa_Fg}XjiJsmOrpRwab@uNasK"
"Caroline, AB T0M, Canada",52.0935949,-114.7404503,"Luseland, SK S0L, Canada",52.0818337,-109.3900545,"4 hours 28 mins",16062,"426 km",426349,"}o}|Hxfi{TBm_MOutQrAyyJSmj@cKiw@Hc[dFkb@~Aez@^s`AhCqXvd@qzBfB{kABkpGGquMDgj\@ahJA}^?uDkzAKg_CM{t@AyyAA@wsCAqhHZy`IjBm_G~B_qJcAaHgBFqJeA_cB{\eeA{c@mTeBqXViV_DyUmJ_tAy}@izA{gA}e@ad@u\k\yf@aX}BoCjEc_@bHq^vGsT^}vDWe}J`@uqMg@m}F?gJqzADimBAuST_ZnYeGvC`AuMtGyd@~@{hBeG}b@gQ{l@i@my@yBopB}Ly_@cy@saAcH_RaEiZ[srXoAo`IuEa]yNwb@wWkk@mmDkaI{Z}s@wI_]}H{x@UcjFPifOjCug@bGk^db@kmAhQmf@vRmu@|Dmk@DmmCG}gG}GkQqEqJfEuSxFk_@b@}~Ig@wiHwKoiEsGyh@aMyl@xAyYzVes@Vg[uKoc@wGqa@cNekE?eeId@}_AlPs[xDaS`@ww@fT{A|Ok_@zDiNIuIeFkKkJyFcCaH_@{fEX}dDjRkcCz\c{Lr^udBvIk]tz@ytAfWwb@`DeSd@qcYEkjLKegIr^g_FzKcaFxE}eBxBiKpGyJnP_LlHcYKo}N`Ay|@jRk_B|Iii@fm@k~Bzn@yzBtW_jA|u@guCxmAwvCjd@s`A|rAsdDtrAc~CrIuQfB_MkAiBgAkAi@[oBWiRfMgbBtAsb@kB}HuHsp@woAwEaJDc`EFk}GGkzWEymICwnXJulc@bAiyH`Kob@`Xez@h@_]eF}V{U}b@_GaXkAyWHeaSNqiK}@kcBg]ynAkJq`@cAos@GoxEtBgc@~Jk[zTye@bEaWj@if@@e{GCwtAqAk`BoK@cX?kuI?_g@iIuYyMgSqOeaAi|@mEqC_Bug@`@ocGvAccCzQws@z^svAJsNaFgwBqD_mB{BySg`@oy@uCoLc@{iCf@_p`@D}sCnE{j@FsRwEm`Aa@_jHCwzO_@s]sDyNwKeK}Fc@sfCEeIuEsEmNx@eh@sAkZwAyGaL{MaBuKMcHEyLcD@iKAkR?s`@A}@cECucAAw{@C_lHEwie@tE_a@jq@isAbV{e@tCyLxBqi@]ylBKio@Gwg@AgCxPM|W?vYAbUDxl@GrMkFnI{N|d@knC|OyYpqB_iApNuRpvA}pE~JoR|^y`@`\i_@nHqQdp@}xDpXwqAt}BatEtGqe@?_`IrAggF~`@_bC|O_e@thH{pJtIgU`BwrBMqhEbJyj@tsAudDjrDuwIlUe[|]mWruE{kDzAiMHej@?aS@uH?eCxEfCxGtDzC|A"
"Edson, AB, Canada",53.5862378,-116.4418213,"Oliver, BC, Canada",49.1823356,-119.5504496,"9 hours 26 mins",33947,"882 km",881638,"_aafIjpueUr{AbcE~EdoJHnpNyPjjGj~BvsWd|A~yMiO~tKbXfmUq^tqK}iBltQ~~AjkJpzEj{I`_J~g[dsHndTxnAl{HhyF|iHjeNpfPbuEz|Hp|AbwErbAhrC}R~qHrzBzvEvwAncDtvAnWbbFrqAhtBbBbcDl}FxgFzvHduAxeBzaImsEzoG_aCnrAnJzwAxpBlnBheA||BvEneB`bMwuBrx`@cd@tvYy_@zcDfkC|bGt`BjdHw}B~lT}mGzmTqkHxhVk`EtxS}nDdsOav@jfMaMrzNbvIxrO_Lh}JlRpwChlBoyAnsHcoLhcHirGxgN{oGriJv}A~lFa}DpmAecDd{H{vLpzEknG`mJpuBxgAkx@fvClm@pqBhzBvcCoNvxAtyAb~FpeCvjDdjBdiAoRvvBs]x|Ez_@rgFp\dtB~}A~aFpyBfcEbeC|vMlaLfpKv|BbtA`}AlfAik@vrEhFroCb`@fzBwHxxIq_FflF_pAfwDoRbqAhhBbeDlnBboDft@dpEbcEz{CjrHfdB`pC|_@fxZ_ZffJztBtfGdbBx~ArvE~Tj}Az}DuMxpGjc@`wImo@x{GmaFxhOoaChzFzCvqDvTjyCf{@zwD|yEf{Ej`FpbHlaA`gAdiGaBzfFfl@dpBd@v`DvqAziBjtBhrBamAbrHkrBrfMiWpeCaLrjCqdBdoCyRnmE{gDznDwtAr|Bre@|pBfeB`~A~xDf{A~yDnlF~|CphNjaA`|F~FrpApcA|_Et}AtvBngAfpCfPdfDbdDpmJraEzqDjEpxC}_AfrAyvCnnAt[~w@~bIht@t{Bsq@fgCo_@|bJ`|AjzDhsAVneCeoAjuCf^lkByaBtiB}kApwDteEj_D`sAd`FvyPdaEdxB`zBleB|iE|SptElNzrGhuAvrCam@roBaZjlCjG`eBrdAnkCtaBzaCrwD~`If}IrmAzoB|kCklAuBsdCyTylFhCkjAxfC{m@dhC{pBrqEyiDfgB}oBjkEhp@hhCsImSwrDljAadAoRqdBd{FkhJdnBkoJc_@ggDok@ukHtj@mhFlkCiaD_gBsuNgoAokHyvAa_ZxsCe{RfrBa@sNskHveFonLvvDw~PpG_eIfUb`@r`BfcFzqBtgEbjD`eCvpHupEjeJebI`iCoQ`qByyDlhC}kBzxAxd@`lBchArjEa{@|~@`H`OkuArnAi_@bxA_Y~{AzuAruA~k@l}Dex@z_Dff@vfDupDfaCgyAvfF{}F`nEys@rnC|UdaApmBb}@viBf`Eeh@tg@aI"
"Bentley, AB T0C, Canada",52.4651054,-114.0500486,"Muskoka Falls, Gravenhurst, ON P0B, Canada",44.9922601,-79.2978117,"1 day 9 hours",120343,"3,172 km",3171506,"}af_IxkbwTxoA_mSqcAot\Si}dAtgEkpe@vrEoxIreKuxXltAcoe@dl@qz]vhEaqeBpgJa~o@|lQiup@pwGyil@`cJuvh@t{D{oQvkCovCjqVgt@bso@`|AxiScw@ncFehYfbEcpPfaEgmUz}Aivw@Pmn`Aw@gpYksBsyM{mLst]Uqyb@Duk{@EekXZeyjAqtDavbB{vD{hb@ixAc`JbpGsdI|tDekxA{WuhtAqhC}v\aRwl|BzzVuiSnnPidXlhDo`IzvNoeFb}UwzStze@ayl@fng@mqaB|}@gws@daUys\jdNytTb}IapLdeRa{f@fydAi}lCjug@w~oAxzJ{bVfbAofU|Bgmd@zfJusyBx_Bmlf@puBm|f@~vM}Xv_IuwG|}NeBbc^eBrxDakA@crRAauQNib[}YcyD~{@_ug@~sZeXzoI}zDfrPGnxKoIh@gbS?_j[`eBugJ`sOpMjmQlhCtmHyaBnePi_WrwYugc@eVmaf@h_B_poAl|Ju{|A|nGi~c@hbYqlr@bcEqsLj~Bo`l@trD}ybAvzAsyh@~EwdXlcJai[~_By|t@{Ya_tAdTyoFf`KwrMr}JcmRvk@s|PvxAmkNjzAuTxwAm`BJmtZtu@u|j@rvLc`h@hvI}g`@zeRadj@_IqzbA~eBgqx@tmEwiOrqH}bJnjGe`a@~dB}c\x_GeebBmKqwm@laMyua@`s`@ktoAhb\ges@tnMqsOj}@gfc@nr@s{]viG_{YpfJwpZsIapNjk@{nHb|CelFxlM{kOhmFaoQ|zAgq\niEsve@cr@_jTrnEmmbAm{IsrWqcCk~]jpBku[`}N{sZp~Gui}@czBcra@kAuaMekKee\ugGw_e@fiCqqZxiE}mr@fvDaqMxgDq~Non@ugZm_Fekn@ciKwja@ryAiba@plEskc@lwDac]z`Cm~c@ckGeii@gqAw~XreIsjKjmA_cmAvzGw}U~[kbb@nvGs`DjlFgkvAt~@ojgAl{Cas]n]y~YcrDsozAwaG{pfAoe@}~s@ejRozDaoFy_EeL_zMspEwaTdpEkkQfzHs{A~hHn_A~|NwO|G_}WxxForb@lnDwoa@ioAkn`@bh@ola@pzLwg\jlCai\imDkpaA|}Boyp@wdD}uy@eqKmkj@csOk~pAo{Ggdc@cmBcjf@}AirQpgIuoKjuIoaFnnQqdF`xo@gpf@t`]g_Cbeq@khi@jhr@uxnAhyBgfL|bHgqHzvTyhLfyD{eX_g@syIphFe_P|pBihOvf@o~Jp|E{YrdBukC"
"Langdon, AB T0J, Canada",50.9732416,-113.6795084,"Whitehorse, YT, Canada",60.7210782,-135.0567564,"1 day 3 hours",97270,"2,271 km",2271042,"wubvH|_ztTquK`]qz@`xWwvBd{QkrT`aBeDbfMepRb`@oaZD{co@hrCm}u@_DmdJk{KemA~}C{iJreAwpAhfAoAteGH~yGykSrQ{}P_|@a`C{sAicBeXexJdYod]~zHwlPnuOyiXntSmhb@xrHu}FxwI__LzvGygRCi{HGh`@huIhEltLyrAjuIebAxoYqf\ylCux@ndi@glEr_As{Vc@khLdc@udCx}UmxQZgmQf{EmoZwBczErhI}kGbgNgdGfqOctA|se@ebLjv]_eIhqXgsAjeVwzHfyVarFz_e@{pFpkeAkoVlnz@kpl@x`_@m`T|__@kor@~dAod@bd[yvBhko@ydQ~_h@_oE`n_@ug@jzd@}p@jfPkAzxdAa{DnpSsiIcKeWtbmBmsDjtk@{bOtej@wqJbdk@yrU~qLwmKhr@ydJdiCkwAn}MLtvAwuFbcIobB`hEafJfsNolMll[_aJfzN}gGt_CkaOyFqzJhyJyzEvjA}lCtyRauU|tt@w_^jkYehItkI`c@bvMexKl~YeaDpm]sj`@jev@_qVvoYutHxkNa{@buQetAfga@sbF`wNmkDhwLchE~pQ{cMdmHklEheDgtE_`HgnLhq\qtNlhB}zo@|q[oyJbk@sfFomHg{BqbDqyJcxIauNu|JorEd`@w}HspKysToyGukFzMcjGq{VcaSfnL_uMxgIox[c`@spJkzBqqCi}By_I`mEwyEe_@c_GziBofJ{vFmjD_s@inAp|KsbO`daAsiAbge@hiK`lm@hyXb_`@xqDnaKovAn`J|lApgObsAr~k@cIx|bAheAhb{@ybV`wl@uqGbtBqkErzLdyAlwT_gBjh\rsHdy^vyBpx_@w{BtfJs{NriEqqOlRyuGhFkvXxgRcoNfxS_`KogEweMnoB_dHpxVmaHz`]u_Rb~a@enHvan@e{@bpSo`Irgd@dpBhzb@}_IdrKw~Kxut@chEe}Bs`Fj_CqeIq_MktFbhFykNho`@wlAhtX`e@j_^f`G~qe@|wCzlaAqtApxKyvEtiI}bFplC{~Flg\nr@|_\jeDbpWgnBl}\afUlwlBkoFtpjAviIfgTf~Gbl]hjD|ec@u\b_cAhpJt`l@tlB`{IhzOzlRhiCxeNmxBxnc@yhC~mg@{bBl_l@mpJpn]uiE`nWwqJrfc@icD|vYsfHjb^{}D~|Qg|Tdd_@a{]jlp@_s@hjKwgAtwObhFjgNrcPz|dAjfCjod@wrZrjm@iaM~`]csB|w`@ayGf`gAoqG`fKmyEje@gkBzZ"
"Clyde, AB T0G, Canada",54.1485531,-113.6354839,"Welsford, NB E5K, Canada",45.4560294,-66.3416224,"1 day 22 hours",166620,"4,499 km",4498602,"m{niIvlqtT}Ty}l@Woh\feMkzCbyRuItdLf@lzBsa\?wcMbh@ctDrkC|L`aNBprAez\r_O}eg@ty^kg{AzeRqapAnfSif{@kMgwx@kdCmqaB~tLyrxAt}HsaaAdsPwma@f`IopjA|o`@qbiCnxSqe]~gG}~Otkh@mj~Bffd@}oiBb~Wc{dAzwMuuOlxLkoK`[gtPf~Oqbk@`jDelzA~sJun`BnuZglxCbzDylbCteReo|@rtIu{_Atpc@}~aAxgY{hw@dp_AupjBzb^megBfk@obk@`pc@}gIxkRqkuA|`Os`oAzmZqc~AhaEkiv@E_boAhyC_y_AtuMycw@x|Xq`S|pBebRzqDqvLgSqy{@zyOuprBtRalMb_Qm|EczIghbAhj^yr}AtyAs`~AjwAs`iAwnS{`uA`vAkcf@isBknz@adJk}o@hvKewNoiD}x^{fNc|_AqkA}ixA~nF{rt@vtD}su@l_Qk}q@rbPskVjhKswp@flTkzsAlda@kpuB~hEerl@ja]w`i@|hCwmh@`ePs`_@~tHgzo@fzRsx[vpg@arA|eJkbj@z~PajpAobU}knA}vSa_h@{tVc~RqtVix`@y{PouGy~DahMwrMhfBgb_@w|\mrQ~kCoxU{hIcnZ}i^knFahd@syCce{AzoAco|@stSsyjAzlCqw`FaC_qkDnzGeybCnvz@wouGddTqmpAz`FkplAhiRagi@f{PmuMfvBoi^a@mnVvqScvAfwVyrb@dqOi_H`t\ob^roI_xa@`]}yq@r{AowaDvdCcnv@b|BiiHb`IveGfbIguHlgB}b}@dxEcvWbiLd_@vkEerIq|@_|v@dkFqkR~bI_bAf}BgqX|vAg{]rq@krmAfcOkuMbb]i`@x|_@ogO|kNegE~jEknMlwImvEph^oc_@rkY}qb@rzSmla@hySw_Mzo[uf\f{Uoju@zu^ecj@jpGqbpAfjJqviAxqHi|^dnKk}Lhq]mxZneLwgGzbCs|F`wBo_LfxIgev@jcMmsPd}Lq{F|kc@cj`@jnUis]djC_hTwpJg_MzzHarNhcC}kn@slI_x_Agjc@wmfAwyeBc_lCer_AeukB__d@sjxAa|R_waAarWetf@ifp@qxp@ah_@a{n@uvy@}fz@|xMss]`rLuj}@mUq|QjuHko[fwY_z_AvoX_zs@tu[{sv@bwa@}x^r_j@wnF`tl@juBlae@a~T|aJk~F`sNrl@hk\{pDlzU{vSdgZmboBaqQee[loN{`d@`dIssQbyXasA|wg@aeTjSu@"
"Fort Mackay, AB, Canada",57.1867397,-111.6369184,"Percé, QC, Canada",48.52444,-64.2124189,"2 days 4 hours",185953,"4,926 km",4926445,"ch`|IvakhT|`SigErsGipG~pGluBbkMmkUpuR}eEzj^ucP`jRkeCttUejAtdJ~pZd~Ulw[puf@fdx@lzR`zTlgj@zkf@dcM}aJxsKxdK|bu@r_r@j~o@taFtqn@vsFzsB_`fA|aUawh@bhTgtBvxFysL~cIe_Njc]wtWleh@yHnf@s`Odn@qiBbwLapFbsVqEhmG{fQxjAuyt@gmAelaAhxKmpz@ns[kna@hqSusCdxJ_~BM{nd@zwC_|SxrTaElnRwqHxzEspRjpNsj[zpJuhfA~p\_a}B~oQubs@vmSixTtrb@m`qB`ad@cfnBroOol}@`sU}wa@hyO_yKb|N{mi@rwDyzcBpuc@moxExgGwejAcjAigyAr}Ladf@f`NuttAzhg@uliArjVe`p@libA}`pB`d[ee}A~tDuav@doa@uyEvoSyzeAd~MgkaBl~Zmr~AbpG_{_Bj`Pyw}Cf`_@{hb@vqBixNu|@{hp@zqPosbCbpAycNzzPw~AozJy}cAj~^kglAdf@emxAbiEko_Bm{SefoAd}@_gj@c{@wl}@uvKyum@zpGilR_[eo\q}Nir_AozAkdxApkHs`hBv~Swts@nxMiwY`_Nglo@`|QcbrAhhe@gbpBvoEm|o@laXwil@baTyi~@fq]kivAxkf@umFl`Patf@r}LeukAmrOsdoAewg@_}}@esp@}c|@cxN~~B_e^qzYm~g@ucGcu[ws\qnHsnd@upEkyxA`}Aiau@qcPotoAlP_z`FxxEkogH|u}@ohcHjfSs`oA~lEquw@``Psk_ApfQkvJdyKwu{@blTcbJt`I}gUxbUe|JjiLeaEfy\agz@z]yym@jcAgxaDf`Bosq@pY_kRnrHdxDvlK_lFr_Ds_p@hyIwpf@hkN__D`F{|u@hkDwyRddLejSpmDkzh@~j@eg|@tfIyw]~lZqhErnb@axKrjWkyPri^sb\pwu@_blAbeq@yuj@zrX{jx@rd]_oi@vaKewnAgk@o|c@hfLoab@zRa`]|rQ}xTtcVecWdaYkcQpsConLvuHchs@nvX{h_@l~b@}~Xzr`@mjr@oxD{la@rvDg{k@a|`@iwyBkpoD{`~FkvpAmpkE{mi@czc@wce@eoz@s}|@o`y@kl[}yWoy]e{l@amj@gfpAm_Lw_b@q_Skva@}g`@uonAkhs@modD}ad@qcgCcnRsxbBeRitdAda^edOzvVi}FxfJ}sz@fuKys[zIosb@yDie{@z}FmaPraFk|Wr`WsmP`|Hl{JxnFg`LjhAu_D"
